level,start_ms,header,end_ms
3,93,الباب الرابع من القسم الثالث من الفن الأول فى ذكر مواسم الأمم وأعيادها، وأسباب اتخاذهم لها، وما قيل فى ذلك,102
4,93,1- ذكر الأعياد الإسلامية,94
4,94,2- ذكر أعياد الفرس,97
4,97,3- ذكر أعياد النصارى القبط,100
4,100,4- ذكر أعياد اليهود,102
2,102,القسم الرابع من الفن الأول فى الأرض، والجبال، والبحار، والجزائر، والأنهار، والعيون، والغدران,152
3,102,الباب الأول من هذا القسم,103
4,102,1- فى مبدإ خلق الأرض,103
3,103,الباب الثانى من القسم الرابع من الفن الأول,106
4,103,1- فى تفصيل أسماء الأرضين وصفاتها ، فى الاتساع، والاستواء، والبعد، والغلظ، والصلابة، والسهولة، والحزونة، والارتفاع، والانخفاض، وغير ذلك,105
4,105,2- ذكر تفصيل أسماء التراب وصفاته,105
4,105,3- ذكر تفصيل أسماء الغبار وأوصافه,105
4,105,4- ذكر تفصيل أسماء الطين وأوصافه,106
4,106,5- ذكر تفصيل أسماء الرمال,106
4,106,6- ذكر ترتيب كمية الرمل,106
4,106,7- ذكر تفصيل أسماء الطرق وأوصافها,106
3,106,الباب الثالث من القسم الرابع من الفن الأول فى طول الأرض ومسافتها,108
3,108,الباب الرابع من القسم الرابع من الفن الأول,112
4,108,1- فى الأقاليم السبعة,110
4,110,2- ذكر ما يتمثل به مما فيه ذكر الأرض,110
4,110,3- ذكر شىء مما قيل فى وصف الأرض وتشبيهها,112
3,112,الباب الخامس من القسم الرابع من الفن الأول,117
4,112,1- فى الجبال,114
4,114,2- ذكر أسماء ما ارتفع من الأرض إلى أن يبلغ الجبيل,114
4,114,3- ذكر ترتيب أبعاض الجبل,115
4,115,4- ذكر ترتيب مقادير الحجارة,116
4,116,5- ذكر ما يتمثل به مما فيه ذكر الجبال والحجارة,116
4,116,6- ذكر شىء مما قيل فى وصف الجبال وتشبيهها,117
3,117,الباب السادس من القسم الرابع من الفن الأول,135
4,117,1- فى ذكر البحار والجزائر,117
4,117,2- ذكر بحار المعمور من الأرض,119
4,119,3- ذكر ما يتفرع من البحر المحيط,121
4,121,4- ويخرج من هذا البحر خليجان,122
4,122,5- وأما بحر الهند وجزائره,126
4,126,6- ويخرج من هذا البحر الذى يجمع هذه القطع خليجان,127
4,127,7- وأما بحر ما نيطش,128
4,128,8- وأما بحر الخزر,129
4,129,ذكر ما فى المعمور من البحيرات المالحة المشهورة وما بها من العجائب,132
4,132,ذكر ما يتمثل به مما فيه ذكر البحر,132
4,132,ذكر شىء مما قيل فى وصف البحر وتشبيهه,132
4,132,ومما وصف به البحر والسفن قول بشر بن أبى خازم:,134
4,134,ومما وصفت به البحار والسفن نثرا,135
3,135,الباب السابع من القسم الرابع من الفن الأول فى العيون والأنهار والغدران وما وصفت به البرك والدواليب والنواعير والجداول,152
4,136,فأما نهر النيل,139
4,139,وأما الفرات,140
4,140,وأما نهر دجلة,141
4,141,وأما نهر سجستان,141
4,141,وأما نهر مهران,142
4,142,وأما نهر جيحون,142
4,142,وأما نهر سيحون,142
4,142,وأما نهر الكنك,143
4,143,وأما نهر الكر,143
4,143,وأما نهر إتل,143
4,143,ذكر ما فى المعمور من الأنهار والعيون التى يتعجب منها,146
4,146,ذكر ما يتمثل به مما فيه ذكر الماء,147
4,147,ذكر شىء مما قيل فى وصف الماء وتشبيهه,148
4,148,ومما وصفت به الأنهار,149
4,149,ومما وصفت به البرك,151
4,151,ومما وصفت به الدواليب والنواعير,151
4,151,ومما وصفت به نثرا,152
4,152,ومما وصفت به الجداول,152
4,152,ذكر عباد الماء,152
2,152,القسم الخامس من الفن الأول فى طبائع البلاد، وأخلاق سكانها، وخصائصها، والمبانى القديمة، والمعاقل ، وما وصفت به القصور والمنازل,232
3,153,الباب الأول من هذا القسم (فى طبائع البلاد، وأخلاق سكانها),155
4,153,نوع آخر منه,154
4,154,نوع آخر منه,155
3,155,الباب الثانى من القسم الخامس من الفن الأول فى خصائص البلاد,204
4,156,فأما مكة (شرفها الله تعالى وعظمها),173
5,156,ذكر ما كانت الكعبة عليه فوق الماء قبل أن يخلق الله السماوات والأرض,157
5,157,ذكر بناء الملائكة الكعبة قبل خلق آدم عليه السلام، ومبدإ الطواف,158
5,158,ذكر زيارة الملائكة البيت الحرام,158
5,158,ذكر هبوط آدم عليه السلام إلى الأرض، وبنيانه الكعبة المشرفة وحجه وطوافه بالبيت,161
5,161,ذكر فضل البيت الحرام، والحرم,163
5,163,ذكر ما جاء فى طواف سفينة نوح عليه السلام بالبيت,164
5,164,ذكر ما جاء من تخير إبراهيم عليه السلام موضع البيت,164
5,164,ذكر حج إبراهيم عليه السلام وإذنه بالحج وحج الأنبياء بعده وطوافهم,166
5,166,ذكر ما جاء من مسئلة إبراهيم عليه السلام الأمن والرزق لأهل مكة والكتب التى وجد فيها تعظيم الحرم,168
5,168,ذكر أسماء الكعبة ومكة,168
5,168,ذكر ما جاء فى فضل الركن الأسود,170
5,170,ذكر ما جاء فى فضل استلام الركن الأسود، واليمانى,171
5,171,ذكر ما جاء فى فضل الطواف بالكعبة,171
5,171,ذكر ما جاء فى فضل زمزم,172
5,172,ذكر ما جاء من اتساع منى أيام الحج ولم سميت منى,172
5,172,ذكر ما جاء فى فضائل مقبرة مكة,173
5,173,ذكر شىء من خصائص مكة,173
4,173,وأما المدينة المشرفة على ساكنها أفضل الصلاة والسلام,176
5,175,ذكر شىء من خصائص المدينة المشرفة وأسمائها على صاحبها أفضل الصلاة والسلام,176
4,176,وأما البيت المقدس، والمسجد الأقصى,186
5,176,ولنبدأ بذكر الأرض المقدسة,178
5,178,أما فضل بيت المقدس,180
5,180,وأما فضل زيارته، وفضل الصلاة فيه,181
5,181,وأما ما ورد فى بيت المقدس من مضاعفة الحسنات والسيئات فيه,181
5,181,وأما فضل السكنى فيه والإقامة والوفاة به,182
5,182,وأما ما به من قبور الأنبياء ومحراب داود وعين سلوان,182
5,182,وأما ما ورد فى أن الحشر من البيت المقدس,183
5,183,وأما ما ورد فى فضل الصخرة، والصلاة إلى جانبها,184
5,184,وأما ما ورد فى أن الله عز وجل عرج من بيت المقدس إلى السماء,186
5,186,وأما ثواب الإهلال من بيت المقدس,186
5,186,وأما ما ورد من أن الكعبة تزور الصخرة يوم القيامة,186
4,186,وأما اليمن وما يختص به,186
4,186,وأما الشام وما يختص به,186
4,186,مسجد دمشق,189
4,189,وأما مصر وما يختص بها من الفضائل,197
5,192,ذكر من ولد بمصر من الأنبياء عليهم الصلاة والسلام ومن كان بها منهم,192
5,192,ذكر من كان بها من الصديقين والصديقات رضى الله عنهم,193
5,193,ذكر من صاهر أهل مصر من الأنبياء عليهم الصلاة والسلام,193
5,193,ذكر من أظهرته مصر من الحكماء,194
5,194,ومن فضائل مصر,196
5,196,ومما وصفت به,197
4,197,وأما جزيرة الأندلس,198
4,198,وأما البصرة وما اختصت به,198
4,198,وأما بغداد وما اختصت به,199
4,199,وأما الأهواز وما اختصت به,199
4,199,وأما فارس وما اختصت به,199
4,199,وأما أصفهان وما اختصت به,199
4,199,وأما جرجان وما اختصت به,200
4,200,وأما نيسابور وما اختصت به,200
4,200,وأما طوس وما اختصت به,200
4,200,وأما بلخ وما اختصت به,201
4,201,وأما بست وما اختصت به,201
4,201,وأما غزنة وما اختصت به,201
4,201,وأما سجستان وما اختصت به,201
4,201,وأما الهند وما اختصت به,201
4,201,وأما الصين وما اختص به,202
4,202,وأما سمرقند وما اختصت به,202
4,202,وأما بلاد الترك وما اختصت به,202
4,202,وأما خوارزم وما اختصت به,202
4,202,ذكر الخصائص التى تجرى مجرى الطلسمات,203
4,203,ذكر خصائص البلاد في أشياء مختلفة,204
3,204,الباب الثالث من القسم الخامس من الفن الأول (فى المبانى القديمة),222
4,204,ذكر أول بناء وضع على وجه الأرض,205
4,205,ذكر خبر إرم ذات العماد,206
4,206,ذكر خبر سد يأجوج ومأجوج,209
4,209,ذكر مبانى الفرس المشهورة,209
4,209,ومن مبانى الفرس إيوان كسرى,210
4,210,ومن المبانى القديمة الحضر,211
4,211,ومن المبانى القديمة القليس,211
4,211,ومن المبانى المشهورة قنطرة صنجة,212
4,212,ومن المبانى القديمة ملعبا بعلبك,212
4,212,ذكر مبانى العرب المشهورة,212
4,212,فأما غمدان,213
4,213,وأما حصن تيماء,213
4,213,وأما الخورنق والسدير,214
4,214,وأما الغريان,214
4,214,ذكر الأبنية القديمة التى بالديار المصرية,214
4,214,فأما الأهرام,217
4,217,وأما حائط العجوز,218
4,218,وأما ملعب أنصنا,218
4,218,وأما مدينة عين شمس,218
4,218,وأما البرابى,219
4,219,وأما حنية اللازورد,219
4,219,وأما منارة الإسكندرية,221
4,221,وأما رواق الإسكندرانيين,221
4,221,ذكر شىء من عجائب المبانى,222
3,222,الباب الرابع من القسم الخامس من الفن الأول (فيما وصفت به المعاقل والحصون),226
3,226,الباب الخامس من القسم الخامس من الفن الأول (فيما وصفت به القصور والمنازل),232
4,229,وأما ما وصفت به المنازل الخالية,231
4,231,ومما قيل في حب الأوطان,231
4,231,ذكر شىء مما قيل في الحمام,232
1,232,الفن الثانى فى الإنسان وما يتعلق به,1854
2,234,القسم الأول فى اشتقاقه، وتسميته، وتنقلاته، وطبائعه، ووصفه، وتشبيهه.والغزل، والنسيب، والهوى، والمحبة، والعشق، والأسباب,451
3,234,الباب الأول من القسم الأول من الفن الثانى (فى اشتقاقه، وتسميته، وتنقلاته، وطبائعه، وما يتصل بذلك),241
4,236,فصل,237
4,237,فصل,239
4,239,فصل فى ظهور الشيب وعمومه,239
4,239,وأما النفس الغضبية،,239
4,239,وأما النفس البهيمية،,241
3,241,الباب الثانى من القسم الأول من الفن الثانى (فى وصف أعضاء الإنسان وتشبيهها),292
4,241,فأما الشعر وما قيل فيه،,243
5,241,فصل فى تفصيل أوصافه,241
5,241,ومما وصف به الشعر،,242
5,242,ومما وصفت به شعور النساء؛,243
4,243,ذكر ما قيل في الشيب والخضاب من المدح والذم,248
5,243,فأما مدح الشيب،,244
5,244,وأما ما ورد في ذم الشيب،,247
5,247,ومما قيل في الخضاب من المدح،,247
5,247,ومما قيل في ذم الخضاب:,248
4,248,وأما ما وصف به الوجه، فمن ذلك ما قيل في المذكر قال الوجيهى:,252
5,249,ومن ذلك ما قيل في المؤنث، قال بشار,249
5,249,ومما وصف به صفاء الوجه ورقة البشرة،,250
5,250,ومن ذلك ما قيل في المؤنث،,250
5,250,ومن ذلك ما قيل في المؤنث،,251
5,251,ومما قيل في السمرة،,251
5,251,ومما قيل في السواد (وهو يختص بالمؤنث) :,252
5,252,ومما وصف به أثر الجدرى في الوجه،,252
4,252,ومما قيل في الحواجب،,253
5,252,ومما وصفت به الحواجب،,253
4,253,ومما قيل في العيون ووصفها،,259
5,253,فصل فى عوارض العين,254
5,254,فصل فى كيفية النظر وهيئته,256
5,256,ومما وصفت به العيون على لفظ التأنيث،,257
5,257,ومما قيل في أدواء العين،,257
5,257,ومما قيل في أرمد،,259
5,259,ومما قيل في أرمد غطى عينيه بشعرية،,259
5,259,فصل فى ترتيب البكاء,259
4,259,فصل فيما قيل في الأنف,260
4,260,ومما قيل في الشفاه والفم، الشدق، سعة الشدقين.,260
4,260,فصل فى تقسيم ماء الفم,260
4,260,فصل فى ترتيب الضحك,260
4,260,ومما قيل في طيب الريق والنكهة على لفظ التذكير،,262
5,261,ومما وصف به على لفظ التأنيث،,262
4,262,ومما قيل في طيب عرف النساء،,263
4,263,ومما قيل في الأسنان،,264
5,263,فصل فى مقابحها,263
5,263,فصل فى ترتيب الأسنان,264
4,264,ومما قيل في السواك،,264
4,264,ومما قيل في اللسان،,265
5,264,فصل فى عيوبه,265
4,265,فصل فى ترتيب العى,265
4,265,ومما وصف به حسن الحديث والنغمة،,266
4,266,ومما قيل في الأذن،,266
4,266,فصل فى ترتيب الصمم,266
4,266,ومما وصف به الصدغ،,267
4,267,ومما وصفت به الخدود والوجنات،,268
5,268,ومما وصفت به على لفظ التأنيث،,268
4,268,ومما وصفت به الخيلان،,270
5,270,ومما وصفت به على لفظ التأنيث،,270
4,270,ومما قيل في العذار،,276
5,273,ومما وصف به العذار على طريق الذم،,276
4,276,ومما قيل في العنق،,276
4,276,ومما قيل في اليد إذا باشرت ما يعلق بها،,277
5,276,ومما مدحت به اليد،,277
4,277,ومما قيل في النهود،,278
4,278,ومما قيل في البطن،,278
4,278,ومما قيل في الأرداف والخصور،,279
5,279,ومما وصفت به على لفظ التأنيث، فمنه قول أبى عبادة البحترى:,279
4,279,ومما قيل في السوق،,280
4,280,ومما وصفت به القدود،,280
4,280,ومما قيل في العناق،,282
5,282,ومما ورد على لفظ التأنيث،,282
4,282,ومما قيل في وصف مشى النساء،,283
4,283,فأما ما جاء منها في الإنسان،,283
4,283,ومما يتمثل به في ذكر النفس،,283
4,283,ومما يتمثل به من أعضاء الإنسان الظاهرة والباطنة,292
5,283,ما قيل في الرأس والشعر,283
5,283,ما يتمثل به من ذكر الوجه,284
5,284,ما يتمثل به من ذكر العين،,284
5,284,ما يتمثل به من ذكر الأنف,284
5,284,ما يتمثل به من ذكر الفم، واللسان، والأسنان,284
5,284,ما يتمثل به من ذكر الأذن,285
5,285,ما يتمثل به من ذكر العنق,285
5,285,ما يتمثل به من ذكر اليد,285
5,285,ما يتمثل به من ذكر الصدر والقلب,285
5,285,ما يتمثل به من ذكر الظهر والبطن والجنب,285
5,285,ما يتمثل به من ذكر الكبد والدم والعروق,286
5,286,ما يتمثل به من ذكر الساق والقدم، يقال:,286
5,286,من ضرب به المثل من الرجال على لفظ أفعل للتفضيل,290
5,290,وأما من ضرب بها المثل من النساء,292
3,292,الباب الثالث من القسم الأول من الفن الثانى (فى الغزل، والنسيب، والهوى، والمحبة، والعشق),387
4,292,ذكر شىء مما قيل في الهوى، والمحبة، والعشق، وما قيل في ماهية العشق،,292
4,292,فأما كلام الحكماء والفلاسفة,292
4,292,وأما كلام الإسلاميين وما قالوه فيه,294
4,294,ذكر مراتب العشق وضروبه,295
4,295,ذكر ما قيل في الفرق بين المحبة والعشق,295
4,295,وأما سبب العشق وما قيل فيه،,300
5,298,فصل,298
5,298,فصل,300
5,300,فصل,300
4,300,وأما ما قيل في مدحه وذمه والممدوح منه والمذموم،,308
5,301,فأما الممدوح منه،,305
5,305,وأما القسم المذموم منه،,308
4,308,ذكر شىء من الشعر المقول في ذم العشق والحب,315
4,315,وأما من خاطر بنفسه وألقاها إلى الهلاك لأجل محبوبه،,319
4,319,وممن خاطر بنفسه في هواه,325
4,325,وأما من كفر بسبب العشق,326
4,326,وأما من قتل بسبب العشق,327
4,327,وأما من قتل بسبب العشق،,334
4,334,وأما من قتله العشق,342
4,342,وأما من قتل نفسه بسبب العشق،,344
4,344,ذكر شىء مما ورد في التحذير من فتنة النساء، وذم الزنا، والنظر إلى المردان، والتحذير من اللواط، وعقوبة اللائط,354
5,344,أما ما ورد من التحذير من فتنة النساء،,347
5,347,وأما ما جاء في ذم الزنا.,348
5,348,وأما ما جاء في النهى عن النظر إلى المردان ومجالستهم.,349
5,349,وأما ما جاء في التحذير من اللواط وما ورد في سحاق النساء،,350
5,350,وأما ما ورد في عقوبة اللائط والملوط به في الدنيا والآخرة:,354
6,350,أما عقوبة الدنيا،,352
6,352,وأما عقوبته في الآخرة،,354
4,354,ذكر نبذة مما قيل في الغزل والنسيب,368
5,355,فمما قيل في المذكر,362
5,362,ومما قيل في المؤنث،,364
5,364,ومما قيل في المطلق والمشترك,368
4,368,ومما قيل في طيف الخيال,369
4,369,ومما قيل في الرد على العذول،,370
4,370,ومما قيل في رجوع العذول،,370
4,370,ومما قيل في الوصال،,371
4,371,ومما قيل في الفراق والبين،,372
4,372,ومنه ما قيل في مفارقة الأصحاب:,372
4,372,ومما قيل في التوديع،,374
4,374,ومما قيل في الصد والهجران،,375
4,375,ومما قيل في الزيارة،,376
4,376,ومما قيل في تخفيف الزيارة وموانعها،,376
4,376,ومنها التأخر عن عيادة المرضى،,377
4,377,ومما قيل في المدامع،,378
4,378,ومما قيل في الرضا من المحبوب باليسير،,379
4,379,ومما قيل في النحول،,379
4,379,ومما قيل في المحبوب إذا اعتل،,380
4,380,ومما يناسب هذا الفصل ما قيل في شرب الدواء،,381
4,381,ومما قيل على لسان الورقاء,382
4,382,ومما قيل في المراجعات،,383
4,383,ومما قيل في المردوف،,383
4,383,ومما قيل في الجناس،,385
4,385,ومما قيل في الموشحات،,387
3,387,الباب الرابع من القسم الأول من الفن الثانى في الأنساب,451
4,388,الطبقة الأولى الجذم,392
4,392,وأما عزوة العرب إلى يمن:,393
4,393,والطبقة الثانية الجماهير، والتجمهر:,393
4,393,والطبقة الثالثة الشعوب،,393
4,393,والطبقة الرابعة القبيلة,393
4,393,والطبقة الخامسة العمائر، واحدها عمارة: وهى التى دون القبائل. وتجمع,393
4,393,والطبقة السادسة البطون،,393
4,393,والطبقة السابعة الأفخاذ،,393
4,393,والطبقة الثامنة العشائر،,393
4,393,والطبقة التاسعة الفصائل,393
4,393,والطبقة العاشرة الرهط،,394
4,394,أصل النسب (أبو البشر آدم عليه السلام),420
4,420,إبراهيم خليل الله عليه الصلاة والسلام,429
4,429,ذكر نسب قيس وبطونها,436
4,436,الياس بن مضر بن نزار,440
4,440,مدركة بن الياس بن مضر,443
4,443,مالك بن النضر,443
4,443,فهر بن مالك,445
4,445,كعب بن لؤى بن غالب,446
4,446,مرة بن كعب,447
4,447,كلاب بن مرة بن كعب,448
4,448,عبد مناف بن قصى,449
4,449,عبد المطلب بن هاشم,451
2,451,القسم الثانى من الفن الثانى في الأمثال المشهورة عن رسول الله صلى الله عليه وسلم، وعن جماعة من الصحابة رضى الله عنهم، والمشهور من أمثال العرب، وأوابد العرب، وأخبار الكهنة، والزجر، والفأل، والطيرة، والفراسة، والذكاء، والكنايات، والتعريض، والأحاجى، والألغاز,552
3,451,الباب الأول من هذا القسم (فى الأمثال),512
4,452,وأول ما نبدأ به من ذلك ما تمثل به من أقوال سيدنا رسول الله صلى الله عليه وسلم.,453
4,453,ومن كلام أبى بكر الصديق رضى الله عنه,453
4,453,ومن كلام عمر بن الخطاب رضى الله عنه,453
4,453,ومن كلام عثمان بن عفان رضى الله عنه,454
4,454,ومن كلام على بن أبى طالب كرم الله وجهه,454
4,454,ومن كلام عبد الله بن عباس رضى الله عنهما,454
4,454,ومن أمثال العرب ما نقلته من كتاب «الأمثال» للميدانى.,487
5,454,حرف الهمزة,462
5,462,حرف الباء,463
5,463,حرف التاء,464
5,464,حرف الثاء,464
5,464,حرف الجيم,466
5,466,حرف الحاء,467
5,467,حرف الخاء,468
5,468,حرف الدال,468
5,468,حرف الذال,469
5,469,حرف الراء,470
5,470,حرف الزاى,470
5,470,حرف السين,471
5,471,حرف الشين,472
5,472,حرف الصاد,473
5,473,حرف الضاد,473
5,473,حرف الطاء,474
5,474,حرف الظاء,474
5,474,حرف العين,475
5,475,حرف الغين,476
5,476,حرف الفاء,477
5,477,حرف القاف,478
5,478,حرف الكاف,479
5,479,حرف اللام,480
5,480,حرف الميم,483
5,483,حرف النون,483
5,483,حرف الهاء,484
5,484,حرف الواو,485
5,485,ما جاء في ما أوله (لا),487
5,487,حرف الياء,487
4,487,ومما يتمثل به من أشعار الجاهلية,492
5,487,امرؤ القيس بن حجر:,488
5,488,زهير بن أبى سلمى,488
5,488,النابغة الذبيانى:,488
5,488,طرفة بن العبد,489
5,489,أوس بن حجر,489
5,489,بشر بن أبى خازم,489
5,489,المتلمس,489
5,489,الأفوه الأودى,489
5,489,تميم بن أبى مقبل,489
5,489,حميد بن ثور,489
5,489,عدى بن زيد,490
5,490,الأسود بن يعفر,490
5,490,علقمة بن عبدة,490
5,490,عمرو بن كلثوم,490
5,490,الحارث بن حلزة,490
5,490,حاتم الطائى,490
5,490,المرقش الأصغر,490
5,490,النمر بن تولب,491
5,491,مهلهل بن ربيعة،,491
5,491,طفيل الغنوى,491
5,491,عروة بن الورد,491
5,491,الأعشى:,491
5,491,لقيط بن معبد,491
5,491,تأبط شرا:,491
5,491,المثقب العبدى,491
5,491,الممرق العبدى,491
5,491,أفنون التغلبى,492
5,492,الأضبط بن قريع السعدى,492
5,492,سويد بن أبى كاهل,492
4,492,ومما يتمثل به من أشعار المخضرمين,494
5,492,منهم لبيد بن ربيعة،,492
5,492,كعب بن زهير,492
5,492,النابغة الجعدى:,493
5,493,أمية بن أبى الصلت الثقفى,493
5,493,حسان بن ثابت,493
5,493,الحطيئة:,493
5,493,متمم بن نويرة,493
5,493,أبو ذؤيب الهذلى,493
5,493,الخنساء:,493
5,493,عمرو بن معديكرب,493
5,493,معن بن أوس,494
5,494,زياد بن زيد,494
5,494,أيمن بن خزيم بن فاتك الأسدى,494
4,494,ومما يتمثل به من أشعار المتقدمين في صدر الإسلام,496
5,494,القطامى:,494
5,494,الطرماح بن حكيم بن الحكم,494
5,494,الكميت بن زيد الأسدى,494
5,494,المساور بن هند,494
5,494,عدى بن الرقاع,494
5,494,الفرزدق،,495
5,495,جرير:,495
5,495,الأخطل:,495
5,495,الصلتان العبدى,496
5,496,كثير عزة:,496
5,496,جميل,496
5,496,عمر بن عبد الله بن أبى ربيعة,496
4,496,ومما يتمثل به من أشعار المحدثين,507
5,496,منهم إبراهيم بن هرمة,496
5,496,بشار بن برد,497
5,497,أبو العتاهية,497
5,497,سلم بن عمرو الخاسر:,498
5,498,صالح بن عبد القدوس,498
5,498,ابن ميادة:,498
5,498,أبو نواس الحسن بن هانئ,499
5,499,أبو عيينة المهلبى,499
5,499,عبد الله بن أبى عتبة المهلبى,499
5,499,العباس بن الأحنف,499
5,499,مسلم بن الوليد:,499
5,499,منصور النمرى:,500
5,500,العتابى:,500
5,500,أشجع السلمى:,500
5,500,الجرهمى,500
5,500,محمود الوراق:,501
5,501,محمود بن حازم الباهلى,501
5,501,السموءل بن عادياء,501
5,501,محمد بن أبى زرعة الدمشقى,501
5,501,أبو الشيص:,501
5,501,على بن جبلة بن عبد الرحمن الأنبارى،,501
5,501,اللجلاج الحارثى,501
5,501,عبد الصمد بن المعذل,502
5,502,الحمدونى,502
